Word,Style,Weight
scholarship,news,0.3333333333333333
interfered,news,1.0
discriminate,news,1.0
resisting,news,0.3333333333333333
connall,news,1.0
these,news,0.3333333333333333
citizenship,news,0.5
vegas,news,0.5
rigging,news,1.0
congresses,news,0.5
comforting,news,0.3333333333333333
caucuses,news,1.0
bustling,news,1.0
mayoral,news,1.0
headlines,news,1.0
carries,news,0.3333333333333333
conductors,news,0.5
communism,news,0.5
repertory,news,1.0
smoky,news,1.0
their,news,0.3333333333333333
dread,news,0.5
subbing,news,1.0
blow,news,0.3333333333333333
rotary,news,0.3333333333333333
monetary,news,0.5
patrice,news,1.0
puddingstone,news,1.0
handles,news,0.5
graduated,news,0.5
rome,news,0.3333333333333333
contract,news,0.3333333333333333
surveyed,news,0.3333333333333333
evegeni,news,1.0
rationale,news,0.3333333333333333
adair,news,1.0
interlude,news,0.3333333333333333
bateau,news,1.0
abandonment,news,0.3333333333333333
sore,news,0.5
inflate,news,1.0
discredit,news,1.0
behavior,news,0.3333333333333333
shoup,news,1.0
racy,news,1.0
driers,news,1.0
carol,news,1.0
tons,news,0.3333333333333333
cancer,news,0.3333333333333333
erasing,news,1.0
meter,news,0.3333333333333333
improve,news,0.3333333333333333
colorado,news,1.0
props,news,1.0
originating,news,0.3333333333333333
indonesia,news,0.5
richmond,news,0.3333333333333333
surprised,news,0.3333333333333333
magistrate,news,1.0
fittest,news,1.0
succeed,news,0.3333333333333333
violation,news,0.3333333333333333
delhi,news,1.0
inherent,news,0.3333333333333333
senator,news,0.3333333333333333
mortgage,news,0.3333333333333333
flattened,news,0.3333333333333333
occupied,news,0.3333333333333333
mill,news,0.3333333333333333
buffets,news,1.0
govern,news,0.3333333333333333
beronio,news,1.0
stalingr,news,1.0
narcotic,news,1.0
tomorrow,news,0.3333333333333333
votes,news,0.3333333333333333
shows,news,0.3333333333333333
grants,news,0.3333333333333333
newsletter,news,1.0
deliberate,news,0.3333333333333333
blues,news,1.0
promptly,news,0.3333333333333333
mollusks,news,1.0
frederic,news,1.0
occurrence,news,0.3333333333333333
scoreboards,news,1.0
pleads,news,1.0
kaiser,news,1.0
clouded,news,0.5
decried,news,1.0
harriet,news,1.0
grenoble,news,1.0
biologist,news,1.0
angry,news,0.5
dreadful,news,0.5
potentially,news,0.3333333333333333
powered,news,0.5
aboard,news,0.5
overreach,news,0.5
denver,news,0.5
congestion,news,0.5
peak,news,0.3333333333333333
chrysler,news,0.5
horde,news,1.0
mountains,news,0.3333333333333333
hits,news,1.0
lever,news,0.5
improving,news,0.3333333333333333
bimini,news,1.0
favored,news,0.3333333333333333
cervetto,news,1.0
insets,news,1.0
towels,news,0.5
convey,news,0.5
whopping,news,1.0
buddy,news,0.5
natalie,news,1.0
breeding,news,0.5
darlene,news,1.0
queens,news,0.5
greeted,news,0.3333333333333333
margins,news,0.5
aloud,news,0.5
anemic,news,1.0
trigg,news,1.0
assisted,news,0.3333333333333333
won,news,0.5
yardage,news,1.0
rozelle,news,1.0
bowl,news,0.5
phoenix,news,1.0
pablo,news,1.0
entertaining,news,0.5
nell,news,1.0
dominic,news,1.0
garde,news,1.0
endangering,news,0.3333333333333333
antiques,news,1.0
knows,news,0.3333333333333333
fundamentalism,news,1.0
hike,news,0.5
bell,news,0.3333333333333333
whom,news,0.3333333333333333
administrative,news,0.3333333333333333
jansen,news,1.0
heideman,news,1.0
insects,news,0.5
elect,news,0.3333333333333333
supervisors,news,0.3333333333333333
correspondent,news,0.3333333333333333
singles,news,1.0
conspiracies,news,1.0
fans,news,0.3333333333333333
canceled,news,0.3333333333333333
typhoon,news,1.0
bare,news,0.5
brandeis,news,1.0
ration,news,0.5
underbelly,news,1.0
holabird,news,1.0
lasalle,news,1.0
delegation,news,0.5
streamliner,news,1.0
writers,news,0.3333333333333333
examine,news,0.5
taxed,news,0.5
danish,news,0.5
wording,news,1.0
letitia,news,1.0
juice,news,0.5
macgregors,news,1.0
discriminating,news,1.0
riding,news,0.3333333333333333
scenic,news,1.0
then,news,0.3333333333333333
scheduled,news,0.5
gerald,news,0.5
wistfully,news,1.0
bloodstream,news,1.0
choices,news,0.3333333333333333
infant,news,0.3333333333333333
inconsistencies,news,1.0
initiating,news,0.5
barn,news,0.5
lemon,news,0.5
memorial,news,0.5
neighborhood,news,0.3333333333333333
coopers,news,0.5
simonelli,news,1.0
cbs,news,1.0
footnotes,news,0.5
tennis,news,0.3333333333333333
budgeted,news,1.0
wonder,news,0.3333333333333333
spice,news,0.5
orchestre,news,1.0
sydney,news,0.5
chow,news,1.0
pirate,news,1.0
fumes,news,0.5
computers,news,0.3333333333333333
liked,news,0.3333333333333333
directors,news,0.3333333333333333
djakarta,news,1.0
designing,news,0.3333333333333333
morris,news,0.3333333333333333
dancing,news,0.5
segregationist,news,1.0
kittredge,news,1.0
saturation,news,0.5
cooked,news,0.3333333333333333
susan,news,0.5
kicks,news,0.5
sokol,news,1.0
congressional,news,0.3333333333333333
slipped,news,0.3333333333333333
pack,news,0.5
taxiing,news,1.0
awed,news,0.5
rescind,news,1.0
deficiencies,news,0.5
nap,news,0.5
centredale,news,1.0
chapel,news,0.5
nations,news,0.3333333333333333
elizabeth,news,0.3333333333333333
heaters,news,1.0
champions,news,1.0
juniors,news,1.0
defaulted,news,1.0
comprised,news,1.0
secede,news,1.0
pitching,news,0.5
stamford,news,1.0
geneticist,news,0.5
discourage,news,0.5
instantly,news,0.3333333333333333
pleased,news,0.3333333333333333
circus,news,1.0
chronicle,news,1.0
motel,news,0.3333333333333333
trucks,news,1.0
prospective,news,0.5
walsh,news,0.5
nurse,news,0.3333333333333333
banned,news,1.0
movie,news,0.5
featuring,news,1.0
skylark,news,1.0
cezannes,news,1.0
ligament,news,1.0
implication,news,0.3333333333333333
nick,news,1.0
bluntly,news,0.5
perennial,news,1.0
dresbachs,news,1.0
vigorously,news,0.5
overwhelmingly,news,0.5
buys,news,0.5
une,news,0.5
edgar,news,1.0
teamsters,news,1.0
collapsed,news,0.3333333333333333
outspoken,news,1.0
consisted,news,0.3333333333333333
fruitful,news,0.5
steve,news,0.5
altitude,news,0.5
jean,news,0.3333333333333333
pauleys,news,1.0
teach,news,0.3333333333333333
explosive,news,0.5
hinted,news,1.0
knocks,news,0.5
kerosene,news,0.5
effectiveness,news,0.3333333333333333
irreconcilable,news,1.0
grooms,news,1.0
commander,news,0.3333333333333333
empires,news,1.0
isodine,news,1.0
regulation,news,0.3333333333333333
dreamed,news,0.5
guerrilla,news,1.0
at,news,0.3333333333333333
marcile,news,1.0
unprecedented,news,0.5
picked,news,0.3333333333333333
flanked,news,0.3333333333333333
widow,news,0.3333333333333333
commissioners,news,1.0
districts,news,0.5
rallies,news,1.0
nazi,news,0.5
pennsylvania,news,0.3333333333333333
cumulative,news,0.3333333333333333
twirler,news,0.5
sizova,news,1.0
pratt,news,0.5
geography,news,0.5
bush,news,0.5
kroger,news,1.0
declaring,news,0.3333333333333333
sue,news,0.3333333333333333
climbing,news,0.3333333333333333
cigaret,news,1.0
reconvenes,news,1.0
appointee,news,1.0
radioactive,news,0.3333333333333333
indispensable,news,0.5
questioning,news,0.3333333333333333
toneless,news,1.0
vocational,news,0.5
briefing,news,0.5
undoubtedly,news,0.3333333333333333
wore,news,0.5
tense,news,0.5
nab,news,1.0
polls,news,0.5
mob,news,0.5
rejection,news,0.5
kings,news,1.0
shiny,news,0.5
monotonous,news,0.3333333333333333
sunset,news,1.0
cherished,news,0.5
jefferson,news,0.5
stout,news,1.0
katherine,news,1.0
fulfill,news,0.5
scramble,news,1.0
lola,news,1.0
batting,news,0.3333333333333333
boonton,news,1.0
hopper,news,0.5
alsop,news,1.0
forestry,news,1.0
shreveport,news,1.0
financed,news,0.3333333333333333
fireside,news,1.0
idealism,news,1.0
rescue,news,0.3333333333333333
heroin,news,1.0
did,news,0.3333333333333333
philippine,news,1.0
braques,news,1.0
turbines,news,0.5
unified,news,0.3333333333333333
tend,news,0.3333333333333333
finned,news,1.0
attactive,news,1.0
nose,news,0.3333333333333333
teenage,news,0.5
brochures,news,1.0
moune,news,1.0
trip,news,0.3333333333333333
nbc,news,1.0
measles,news,1.0
cooperative,news,0.3333333333333333
mays,news,0.5
baldrige,news,1.0
exhibition,news,0.3333333333333333
fogelson,news,1.0
flies,news,0.3333333333333333
revisions,news,0.5
serene,news,1.0
buell,news,1.0
sharing,news,0.3333333333333333
relieved,news,0.3333333333333333
hip,news,1.0
moultons,news,1.0
offenses,news,1.0
provision,news,0.3333333333333333
eyebrow,news,0.5
sentry,news,0.5
lasted,news,0.3333333333333333
nancy,news,1.0
trustees,news,0.5
cta,news,0.5
vietnamese,news,1.0
impressed,news,0.3333333333333333
midmorning,news,1.0
muscular,news,0.3333333333333333
orange,news,0.3333333333333333
chandeliers,news,1.0
paragon,news,1.0
season,news,0.3333333333333333
republicanism,news,1.0
washed,news,0.3333333333333333
requested,news,0.3333333333333333
ghana,news,1.0
freshman,news,0.5
flavored,news,1.0
streams,news,0.3333333333333333
maplecrest,news,1.0
s,news,0.5
brady,news,1.0
indecisive,news,1.0
hoover,news,1.0
counts,news,0.3333333333333333
timing,news,0.5
trend,news,0.3333333333333333
proud,news,0.5
allegations,news,1.0
dressers,news,1.0
arithmetical,news,0.5
mason,news,0.3333333333333333
allied,news,0.3333333333333333
knights,news,0.5
shaking,news,0.3333333333333333
geographical,news,0.3333333333333333
inconclusive,news,1.0
lindy,news,1.0
evaluate,news,0.3333333333333333
lilac,news,1.0
escaping,news,0.3333333333333333
femininity,news,1.0
immigrant,news,1.0
but,news,0.3333333333333333
theatrical,news,0.5
represents,news,0.3333333333333333
playoff,news,1.0
percentages,news,0.5
vernon,news,0.5
georgetown,news,1.0
borrowing,news,0.3333333333333333
affixed,news,0.5
antidote,news,1.0
smelling,news,0.5
strickland,news,1.0
bolet,news,1.0
submachine,news,1.0
nightfall,news,0.5
cooperating,news,0.3333333333333333
injuries,news,0.3333333333333333
emotionally,news,0.3333333333333333
billiken,news,1.0
yourself,news,0.5
its,news,0.3333333333333333
olney,news,1.0
toolmaker,news,1.0
oppose,news,0.3333333333333333
spokesmen,news,0.5
madison,news,0.5
arger,news,1.0
outpatient,news,1.0
morgart,news,1.0
buss,news,1.0
dancer,news,1.0
injunctions,news,0.5
salutary,news,0.5
surviving,news,0.3333333333333333
lorenz,news,1.0
precincts,news,1.0
dannehower,news,1.0
dazzler,news,1.0
buchheister,news,1.0
slashed,news,0.5
what,news,0.3333333333333333
halftime,news,1.0
chatting,news,1.0
sulphur,news,1.0
eyes,news,0.3333333333333333
enterprise,news,0.3333333333333333
masquerade,news,1.0
sheep,news,0.3333333333333333
petrini,news,1.0
draft,news,0.3333333333333333
sullivan,news,1.0
visit,news,0.3333333333333333
threatened,news,0.3333333333333333
continues,news,0.3333333333333333
enthusiastic,news,0.3333333333333333
oldsmobile,news,1.0
ashes,news,1.0
barely,news,0.3333333333333333
bunker,news,1.0
hail,news,0.5
heroics,news,1.0
tommy,news,0.5
richer,news,0.5
macphail,news,1.0
trivial,news,0.3333333333333333
recommend,news,0.3333333333333333
neutralist,news,1.0
nerves,news,0.5
anne,news,0.5
clocking,news,1.0
option,news,0.3333333333333333
beautifully,news,0.5
leavitt,news,0.5
remained,news,0.3333333333333333
dubovskoi,news,1.0
lacking,news,0.5
rehabilitation,news,0.3333333333333333
representatives,news,0.3333333333333333
classed,news,0.5
backed,news,0.5
tripartite,news,1.0
greenwood,news,1.0
gray,news,0.3333333333333333
soviet,news,0.5
notices,news,0.5
grammar,news,1.0
cannot,news,0.3333333333333333
brocklin,news,1.0
slums,news,0.5
deaf,news,0.5
stew,news,1.0
grip,news,0.3333333333333333
copeland,news,1.0
tyson,news,1.0
trustee,news,0.3333333333333333
seized,news,0.5
durante,news,1.0
counseled,news,1.0
pal,news,1.0
lang,news,1.0
ashore,news,1.0
houses,news,0.3333333333333333
heralded,news,0.3333333333333333
dependent,news,0.3333333333333333
distressing,news,1.0
werner,news,0.5
mcelyee,news,1.0
frantic,news,0.3333333333333333
expended,news,0.5
nationwide,news,0.3333333333333333
lovett,news,1.0
abolish,news,0.5
arrive,news,0.5
boasted,news,0.5
promised,news,0.3333333333333333
erected,news,0.5
meyle,news,1.0
fairchild,news,0.5
ludwick,news,1.0
stalling,news,1.0
reportedly,news,0.3333333333333333
incumbent,news,1.0
portions,news,0.5
intruders,news,1.0
municipalities,news,1.0
roy,news,0.3333333333333333
bricker,news,1.0
sarkees,news,1.0
false,news,0.3333333333333333
indications,news,0.5
colonialist,news,1.0
cellist,news,1.0
joey,news,1.0
app,news,0.5
alloted,news,1.0
dubois,news,1.0
mantel,news,0.5
spotlights,news,1.0
representations,news,0.3333333333333333
mayonnaise,news,1.0
wilhelm,news,0.5
becomes,news,0.3333333333333333
liquor,news,0.3333333333333333
jim,news,0.5
klux,news,1.0
delta,news,0.3333333333333333
homers,news,1.0
gifted,news,0.5
fee,news,1.0
flubbed,news,1.0
bomb,news,0.3333333333333333
suite,news,0.3333333333333333
confederacy,news,1.0
fence,news,0.5
streeters,news,1.0
atomic,news,0.3333333333333333
garden,news,0.3333333333333333
accordion,news,1.0
magnificent,news,0.3333333333333333
supporters,news,1.0
springing,news,1.0
unfair,news,0.3333333333333333
cane,news,0.3333333333333333
legitimate,news,0.3333333333333333
warhead,news,1.0
arrange,news,0.3333333333333333
appearances,news,0.5
cloture,news,1.0
celebration,news,0.3333333333333333
courteous,news,0.5
cliffhanging,news,1.0
ed,news,0.5
rapped,news,0.5
fergeson,news,1.0
tualatin,news,1.0
fleisher,news,1.0
dying,news,0.3333333333333333
kathleen,news,0.5
having,news,0.3333333333333333
trampled,news,1.0
brokers,news,0.5
engulfed,news,1.0
specialists,news,0.3333333333333333
reduce,news,0.3333333333333333
submarine,news,0.5
defending,news,0.3333333333333333
wallet,news,0.5
caliber,news,1.0
physician,news,0.3333333333333333
bearing,news,0.3333333333333333
hospitable,news,1.0
satisfactorily,news,0.5
cabinets,news,1.0
testify,news,1.0
canadian,news,0.5
exciting,news,0.3333333333333333
majesties,news,1.0
oakland,news,1.0
nyberg,news,1.0
wilkinson,news,0.5
peking,news,1.0
roquemore,news,1.0
cardiac,news,1.0
thrusts,news,1.0
customs,news,0.5
workable,news,0.5
bolker,news,1.0
chardon,news,1.0
charter,news,0.5
esplanade,news,1.0
colonial,news,0.3333333333333333
furlongs,news,1.0
comparable,news,0.3333333333333333
profili,news,1.0
alongside,news,0.3333333333333333
skies,news,0.5
molinari,news,1.0
mile,news,0.3333333333333333
approve,news,0.5
stengel,news,1.0
arrests,news,0.5
lutheran,news,1.0
successive,news,0.3333333333333333
belonged,news,0.5
decrease,news,0.3333333333333333
moldboard,news,1.0
hotels,news,0.3333333333333333
bayonet,news,1.0
mutterers,news,1.0
swim,news,0.5
lady,news,0.3333333333333333
ferdinand,news,0.5
paneled,news,1.0
confided,news,0.5
legislator,news,1.0
cologne,news,0.5
colmer,news,1.0
workshop,news,0.3333333333333333
sanitary,news,1.0
helpless,news,0.5
acres,news,0.3333333333333333
yogi,news,1.0
pualani,news,1.0
signaled,news,0.5
troopships,news,1.0
hoping,news,0.5
beman,news,1.0
vikings,news,1.0
mclemore,news,1.0
saxton,news,1.0
roster,news,0.5
contemptuous,news,0.5
aftermath,news,1.0
claus,news,1.0
utah,news,0.5
jangling,news,1.0
wedge,news,0.3333333333333333
heed,news,0.5
repealed,news,1.0
yesterday,news,0.3333333333333333
addresses,news,0.3333333333333333
augustine,news,0.5
ensembles,news,1.0
toronto,news,0.5
cabinetmakers,news,1.0
gillis,news,1.0
reside,news,0.5
shaken,news,0.5
listings,news,1.0
ideally,news,0.3333333333333333
assault,news,1.0
doorman,news,1.0
quieted,news,1.0
conspicuous,news,0.5
paternalism,news,1.0
kimmell,news,1.0
brigantine,news,1.0
overshot,news,1.0
hardship,news,1.0
newbold,news,1.0
sofas,news,0.5
baptist,news,0.5
cloakrooms,news,1.0
justified,news,0.3333333333333333
instrumentals,news,1.0
appealed,news,0.5
congenial,news,0.5
edna,news,0.5
stewart,news,1.0
allowing,news,0.3333333333333333
jails,news,1.0
tours,news,0.5
poetic,news,0.3333333333333333
campbell,news,0.5
pardoned,news,1.0
kerr,news,1.0
updated,news,0.3333333333333333
ride,news,0.3333333333333333
flying,news,0.5
survey,news,0.3333333333333333
chisholm,news,1.0
harsh,news,0.5
strafaci,news,1.0
leary,news,1.0
commentator,news,0.5
loen,news,1.0
sponsor,news,0.5
quote,news,0.5
native,news,0.3333333333333333
hilton,news,0.5
minors,news,1.0
station,news,0.3333333333333333
scampini,news,1.0
satterfield,news,1.0
grade,news,0.3333333333333333
michigan,news,0.3333333333333333
ferris,news,0.5
humans,news,0.3333333333333333
teaches,news,0.5
gene,news,0.5
corporations,news,0.3333333333333333
issuance,news,0.5
carved,news,0.5
spikes,news,0.5
crowds,news,0.3333333333333333
nickels,news,1.0
eased,news,0.5
appointed,news,0.3333333333333333
luck,news,0.5
amateurish,news,1.0
brook,news,0.5
orchestra,news,0.5
cacophonist,news,1.0
peasants,news,0.3333333333333333
confirmation,news,0.3333333333333333
rodents,news,1.0
princess,news,0.5
bradford,news,1.0
sapio,news,1.0
logan,news,1.0
audubon,news,1.0
backbone,news,0.5
bregman,news,1.0
fountain,news,0.3333333333333333
shortstop,news,0.5
centralized,news,0.3333333333333333
recruiting,news,0.3333333333333333
managing,news,0.5
blazing,news,0.5
revenues,news,0.3333333333333333
once,news,0.3333333333333333
banker,news,0.5
charging,news,0.3333333333333333
jussel,news,1.0
hottest,news,1.0
randy,news,0.5
improper,news,1.0
disable,news,1.0
issue,news,0.3333333333333333
carey,news,1.0
restless,news,0.3333333333333333
vincent,news,0.5
undermining,news,1.0
bend,news,0.3333333333333333
appointment,news,0.5
assumption,news,0.3333333333333333
curry,news,1.0
tiles,news,0.3333333333333333
if,news,0.3333333333333333
netted,news,1.0
furnishings,news,0.5
emphasizing,news,0.3333333333333333
clean,news,0.3333333333333333
motivated,news,0.3333333333333333
tailback,news,1.0
excavation,news,1.0
vitally,news,0.5
lukewarm,news,0.5
accused,news,0.3333333333333333
baines,news,1.0
delegations,news,1.0
slugging,news,1.0
secrets,news,0.3333333333333333
orioles,news,1.0
mounting,news,0.5
decadence,news,1.0
biography,news,0.5
freddie,news,1.0
vagueness,news,0.5
interlibrary,news,1.0
concessions,news,1.0
decades,news,0.3333333333333333
diminutive,news,0.5
swc,news,1.0
contests,news,0.5
provoked,news,0.3333333333333333
route,news,0.3333333333333333
investigators,news,0.5
abell,news,1.0
scrapbook,news,1.0
alive,news,0.3333333333333333
executions,news,0.5
entering,news,0.3333333333333333
screw,news,0.5
benefits,news,0.3333333333333333
microfilm,news,1.0
stan,news,1.0
supernatural,news,0.5
extractors,news,1.0
avery,news,1.0
crossroads,news,0.3333333333333333
docile,news,1.0
hospitality,news,0.5
soup,news,0.5
worrell,news,1.0
ilona,news,1.0
maitre,news,1.0
flights,news,0.5
knecht,news,1.0
prone,news,0.3333333333333333
sequoia,news,1.0
houston,news,1.0
hearn,news,1.0
guy,news,0.3333333333333333
mastodons,news,1.0
founded,news,0.5
ruiz,news,1.0
regretted,news,0.5
club,news,0.3333333333333333
lake,news,0.3333333333333333
harrity,news,1.0
crabapple,news,1.0
palermo,news,1.0
slugger,news,1.0
silver,news,0.3333333333333333
maureen,news,1.0
northwest,news,0.3333333333333333
filibuster,news,1.0
comprehensive,news,0.3333333333333333
slight,news,0.3333333333333333
startling,news,0.3333333333333333
farrell,news,1.0
virtually,news,0.3333333333333333
varieties,news,0.5
skyline,news,0.5
stimulant,news,1.0
guards,news,0.5
pad,news,1.0
executives,news,0.3333333333333333
ransom,news,0.5
ptc,news,1.0
lord,news,0.3333333333333333
logistical,news,1.0
foreseeable,news,0.5
overnight,news,1.0
mathematics,news,0.3333333333333333
belleville,news,1.0
integration,news,0.3333333333333333
keynote,news,1.0
soule,news,1.0
suspend,news,0.5
violent,news,0.3333333333333333
stoked,news,1.0
rizzuto,news,1.0
birmingham,news,0.5
session,news,0.3333333333333333
sorely,news,1.0
masque,news,1.0
byrd,news,0.5
disability,news,0.3333333333333333
enactment,news,0.5
miniver,news,1.0
cruelty,news,0.3333333333333333
wansley,news,1.0
reservations,news,0.5
producer,news,0.5
remarks,news,0.3333333333333333
appoint,news,0.3333333333333333
declares,news,0.3333333333333333
population,news,0.3333333333333333
indignation,news,0.3333333333333333
residing,news,0.3333333333333333
idle,news,0.3333333333333333
butlers,news,1.0
lown,news,1.0
nailed,news,0.5
karen,news,1.0
setback,news,1.0
objected,news,0.5
augusta,news,1.0
ogden,news,1.0
minnie,news,1.0
deterioration,news,0.5
rolnick,news,1.0
skorich,news,1.0
marshall,news,0.3333333333333333
deplored,news,1.0
fabrics,news,0.5
kedzie,news,1.0
colony,news,0.3333333333333333
lovely,news,0.5
towering,news,0.5
reed,news,0.5
sophomore,news,0.5
ratified,news,0.5
methodist,news,0.5
removal,news,0.3333333333333333
inclusive,news,0.3333333333333333
killebrew,news,1.0
neil,news,1.0
ivory,news,0.3333333333333333
packs,news,0.5
blyth,news,1.0
nordmann,news,1.0
vexing,news,1.0
jail,news,1.0
preservation,news,0.3333333333333333
dwindled,news,1.0
janitor,news,0.5
majorities,news,0.5
damaged,news,0.3333333333333333
grimly,news,0.5
tidelands,news,1.0
bail,news,1.0
presentation,news,0.3333333333333333
aggressive,news,0.3333333333333333
propelling,news,1.0
troops,news,0.5
flourishes,news,0.5
mount,news,0.5
skips,news,1.0
macwhorter,news,1.0
blabbed,news,1.0
elliott,news,0.5
miscalculation,news,1.0
qualified,news,0.3333333333333333
tarzan,news,1.0
persistent,news,0.3333333333333333
periodicals,news,0.3333333333333333
notably,news,0.3333333333333333
dumping,news,1.0
tshombe,news,1.0
jerome,news,1.0
fatima,news,1.0
preclude,news,0.3333333333333333
erection,news,1.0
mcalister,news,1.0
lieutenants,news,1.0
funds,news,0.3333333333333333
henri,news,0.5
nakoma,news,1.0
snubbed,news,1.0
attack,news,0.3333333333333333
democrat,news,1.0
bexar,news,1.0
mother,news,0.3333333333333333
valve,news,0.5
trait,news,1.0
prepayment,news,1.0
buck,news,1.0
communist,news,0.3333333333333333
shade,news,0.5
lace,news,0.5
ehlers,news,1.0
lagged,news,1.0
adoption,news,0.3333333333333333
hoffa,news,1.0
mutter,news,1.0
realities,news,1.0
surprise,news,0.3333333333333333
enlarging,news,0.5
dot,news,0.3333333333333333
separators,news,1.0
founder,news,0.3333333333333333
newburger,news,1.0
missed,news,0.3333333333333333
steered,news,0.5
pondered,news,1.0
trains,news,0.3333333333333333
stimulation,news,0.3333333333333333
dow,news,1.0
suspected,news,0.3333333333333333
opposes,news,0.5
wissahickon,news,1.0
dentistry,news,1.0
aunt,news,0.5
hungry,news,0.5
heartening,news,1.0
anonymous,news,0.3333333333333333
cope,news,0.5
piero,news,1.0
evelyn,news,1.0
deposit,news,0.3333333333333333
contested,news,1.0
macon,news,0.5
doormen,news,0.5
throws,news,0.5
palo,news,1.0
compassion,news,0.3333333333333333
indorsed,news,1.0
singers,news,1.0
spectator,news,0.5
youths,news,1.0
pinpoint,news,0.5
culmone,news,1.0
bite,news,0.5
hughes,news,1.0
nowhere,news,0.3333333333333333
reviewed,news,0.3333333333333333
exchanges,news,0.3333333333333333
blunt,news,0.5
veil,news,0.5
commodity,news,0.5
presiding,news,0.3333333333333333
seeks,news,0.3333333333333333
norristown,news,1.0
occasional,news,0.3333333333333333
edged,news,0.5
roadblock,news,1.0
continuation,news,0.3333333333333333
translates,news,0.5
cleveland,news,0.5
courtly,news,1.0
extraction,news,0.3333333333333333
punted,news,1.0
conspicuously,news,1.0
moscone,news,1.0
governmental,news,0.3333333333333333
detachment,news,0.5
moves,news,0.3333333333333333
judges,news,0.5
vocalization,news,1.0
editing,news,0.5
sub,news,0.5
productions,news,0.5
brooks,news,0.5
canned,news,0.5
casassa,news,0.5
stances,news,1.0
buses,news,0.5
hog,news,1.0
cheer,news,0.3333333333333333
fewer,news,0.3333333333333333
resistant,news,0.3333333333333333
leo,news,0.5
total,news,0.3333333333333333
briefs,news,1.0
bicameral,news,1.0
sculptures,news,1.0
gables,news,1.0
halfbacks,news,1.0
neckline,news,1.0
jossy,news,1.0
totaling,news,1.0
crews,news,1.0
pierson,news,1.0
extend,news,0.3333333333333333
ally,news,1.0
cautioned,news,0.3333333333333333
hypocrisy,news,0.3333333333333333
burns,news,0.5
delray,news,1.0
skip,news,0.5
exaggerate,news,0.5
majors,news,1.0
conducts,news,0.5
merits,news,0.3333333333333333
soloviev,news,1.0
federalism,news,1.0
valid,news,0.3333333333333333
varani,news,1.0
addicts,news,1.0
marble,news,0.3333333333333333
compact,news,0.3333333333333333
solve,news,0.3333333333333333
cornell,news,0.5
reama,news,1.0
intact,news,0.3333333333333333
groupings,news,0.5
walkways,news,1.0
crimson,news,1.0
legers,news,1.0
sugar,news,0.5
claude,news,0.3333333333333333
outsider,news,0.5
quarterback,news,1.0
municipal,news,0.3333333333333333
catchers,news,1.0
knee,news,0.3333333333333333
hawing,news,1.0
williams,news,0.3333333333333333
peculiarities,news,0.5
longhorn,news,1.0
stitch,news,1.0
denounced,news,1.0
robes,news,0.5
bans,news,0.5
gogh,news,1.0
ignoring,news,0.5
bourcier,news,1.0
feis,news,1.0
designers,news,0.5
celebrates,news,1.0
anytime,news,0.5
inducted,news,0.5
grab,news,0.3333333333333333
intervene,news,0.5
depression,news,0.3333333333333333
menaced,news,1.0
ponce,news,1.0
this,news,0.3333333333333333
electricity,news,0.3333333333333333
elsie,news,0.5
stephanotis,news,1.0
portuguese,news,0.5
sandman,news,1.0
alcoholics,news,0.5
maroy,news,1.0
eighth,news,0.3333333333333333
webster,news,0.5
loans,news,0.5
locomotive,news,1.0
irwin,news,1.0
packed,news,0.3333333333333333
engrossed,news,1.0
photographers,news,1.0
connotes,news,1.0
pompano,news,1.0
bibb,news,1.0
halting,news,1.0
bellows,news,0.5
clemente,news,1.0
performing,news,0.5
pushing,news,0.3333333333333333
assign,news,0.5
mea,news,1.0
percent,news,0.3333333333333333
specializing,news,0.5
moffett,news,1.0
founding,news,0.3333333333333333
spectacular,news,1.0
builder,news,0.5
russ,news,0.5
players,news,0.3333333333333333
broadway,news,0.5
interrupt,news,0.3333333333333333
heading,news,0.3333333333333333
proposes,news,0.5
pumpkin,news,0.5
firmer,news,0.5
echoes,news,0.5
onslaught,news,1.0
rivalry,news,1.0
staged,news,1.0
allotting,news,1.0
grove,news,0.5
mutual,news,0.5
olerichs,news,1.0
shrimp,news,0.5
enriching,news,1.0
competitively,news,1.0
investors,news,0.3333333333333333
compel,news,1.0
harvey,news,0.5
fun,news,0.5
loath,news,1.0
tallies,news,1.0
wyman,news,1.0
albacore,news,1.0
enact,news,0.3333333333333333
taylor,news,0.3333333333333333
navigation,news,0.5
clarence,news,0.5
somerville,news,1.0
stolen,news,0.3333333333333333
institutions,news,0.3333333333333333
accomodations,news,1.0
embezzling,news,1.0
fortin,news,1.0
tropic,news,0.5
memphis,news,0.3333333333333333
rancho,news,1.0
generosity,news,0.3333333333333333
default,news,0.3333333333333333
dicks,news,1.0
formative,news,0.3333333333333333
propeller,news,1.0
injuring,news,1.0
saute,news,1.0
minneapolis,news,1.0
vehicular,news,0.5
haggling,news,1.0
outlook,news,0.3333333333333333
caution,news,0.3333333333333333
reactions,news,0.3333333333333333
marine,news,0.3333333333333333
uptown,news,0.5
combines,news,0.3333333333333333
hunter,news,0.3333333333333333
clearwater,news,1.0
rated,news,0.3333333333333333
teamster,news,1.0
ventured,news,0.5
stevens,news,1.0
mississippians,news,1.0
dinner,news,0.3333333333333333
cudmore,news,1.0
anymore,news,0.5
vigorous,news,0.3333333333333333
mechanic,news,0.5
constantinos,news,1.0
